case_id,package_sn,title,quality_score,quality_tier,linked_package_count,library_source,source_folder,source_top,source_file,scene,case_type,risk_terms,data_terms,method_terms,evidence_chain,summary
MAGCASE-0038,MAGSUPV-0016,2025年“注协杯”四川省大学生会计技能大赛圆满落幕,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\010.2025年“注协杯”四川省大学生会计技能大赛圆满落幕.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,,数据；会计,分析；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《2025年“注协杯”四川省大学生会计技能大赛圆满落幕》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0039,MAGSUPV-0017,以风险为导向以一体化为基石,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\010.以风险为导向以一体化为基石.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,异常；风险；舞弊；重复；预警,数据；审批；会计,评价；预警；识别；分析；研究；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《以风险为导向以一体化为基石》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0040,MAGSUPV-0018,四川注协做好“五个坚持”全力助推行业高质量发展,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\010.四川注协做好“五个坚持”全力助推行业高质量发展.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；风险；缺陷,数据；清单；明细；合同；指标；问卷；报表；资产；资金；会计,指标；评价；分析；验证；研究；体系；路径；机制；方法；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《四川注协做好“五个坚持”全力助推行业高质量发展》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0041,MAGAGR-0005,深化经济责任审计：筑牢权力运行监督与高质量发展的重要防线,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\010.深化经济责任审计：筑牢权力运行监督与高质量发展的重要防线.md,农业农村审计 / 金融审计 / 财政与政府债务,杂志案例算法,违规；异常；风险；超标；挪用；损失；真实性；绩效；预警；违法,数据；清单；支付；预算；采购；资产；税收；资金；会计；审计报告,评价；关联；预警；识别；分析；验证；审查；体系；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《深化经济责任审计：筑牢权力运行监督与高质量发展的重要防线》映射为农业农村审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0042,MAGSUPV-0019,中注协提示会计师事务所在2025年年报审计业务中严格遵守独立性要求,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\011.中注协提示会计师事务所在2025年年报审计业务中严格遵守独立性要求.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,,报表；会计；审计报告,体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《中注协提示会计师事务所在2025年年报审计业务中严格遵守独立性要求》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0043,MAGSUPV-0020,四川省注册会计师行业信息化建设现状与对策,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\011.四川省注册会计师行业 信息化建设现状与对策.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,风险；舞弊；重复；预警,数据；凭证；报表；采购；资产；申报；资金；会计,模型；预警；识别；分析；体系；路径；机制；数字化；大数据；人工智能,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《四川省注册会计师行业信息化建设现状与对策》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0044,MAGSUPV-0021,国际会计师联合会理事会会议在北京召开,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\011.国际会计师联合会理事会会议在北京召开.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,研究；人工智能,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《国际会计师联合会理事会会议在北京召开》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0045,MAGFIN-0007,掩盖资金占用实施财务造假后积极主动供述监管对惠伦晶体案拟从轻罚款合计1140万,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\011.掩盖资金占用实施财务造假后积极主动供述监管对惠伦晶体案拟从轻罚款合计1140万.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志证据包,虚假；违法,支付；采购；资产；资金；会计,关联,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《掩盖资金占用实施财务造假后积极主动供述监管对惠伦晶体案拟从轻罚款合计1140万》映射为金融审计场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0046,MAGSUPV-0022,省注协发布2025年会计师事务所综合评价前百家信息及分类情况,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\012.省注协发布2025年会计师事务所综合评价前百家信息及分类情况.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,数据；指标；会计,指标；评价,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《省注协发布2025年会计师事务所综合评价前百家信息及分类情况》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0047,MAGSUPV-0023,省注协约谈会计师事务所警示印章管理问题,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\012.省注协约谈会计师事务所警示印章管理问题.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,违规；风险；漏洞,会计；审计报告,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《省注协约谈会计师事务所警示印章管理问题》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0048,MAGSUPV-0024,筑梦绿茵共育黄般中心小学足球未来,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\012.筑梦绿茵共育黄般中心小学足球未来.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《筑梦绿茵共育黄般中心小学足球未来》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0049,MAGSUPV-0025,信永中和会计师事务所成都分所党委组织开展警示教育主题党日活动,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\013.信永中和会计师事务所成都分所党委组织开展警示教育主题党日活动.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,违规；风险,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《信永中和会计师事务所成都分所党委组织开展警示教育主题党日活动》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0050,MAGSUPV-0026,我省行业会计知识大赛颁奖仪式顺利举办,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\013.我省行业会计知识大赛颁奖仪式顺利举办.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《我省行业会计知识大赛颁奖仪式顺利举办》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0051,MAGSUPV-0027,省注会中心不断加强行业数据资产业务能力的提升,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\013.省注会中心不断加强行业数据资产业务能力的提升.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,,数据；资产；会计,体系,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《省注会中心不断加强行业数据资产业务能力的提升》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
