optimized_sn,previous_optimized_sn,sn,name,type,priority,complexity,quality_score,quality_tier,curation_status,scene,biz_line,risk_mechanism,assigned_agents,library_source,source_title,topic,source_file,audit_goal,data_dependencies,output_type,duplicate_merged_count,related_candidates
OPTSOC-0050,OPTSOC-0050,MAGSOC-0077,全成本预算绩效管理的实践及思考案例检测算法,杂志案例算法,P0,L3,98,A,算法候选-严格保留,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,magazine_435_articles,全成本预算绩效管理的实践及思考,全成本预算绩效管理的实践及思考,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\9.全成本预算绩效管理的实践及思考.md,基于杂志案例《全成本预算绩效管理的实践及思考》提炼“全成本预算绩效管理的实践及思考”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,全成本预算绩效管理的实践及思考疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSOC-0051,OPTSOC-0051,MAGSOC-0007,加强出版学科建设推动出版业高质量发展案例检测算法,杂志案例算法,P0,L3,98,A,算法候选-严格保留,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,审计观察/民生与社保医保,真实性,data_scout / performance_evaluator,magazine_435_articles,加强出版学科建设推动出版业高质量发展,加强出版学科建设推动出版业高质量发展,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\12.加强出版学科建设推动出版业高质量发展.md,基于杂志案例《加强出版学科建设推动出版业高质量发展》提炼“加强出版学科建设推动出版业高质量发展”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,加强出版学科建设推动出版业高质量发展疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSOC-0052,OPTSOC-0052,MAGSOC-0042,平台经济下个人所得税征管问题研究案例检测算法,杂志案例算法,P0,L3,98,A,算法候选-严格保留,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,magazine_435_articles,平台经济下个人所得税征管问题研究,平台经济下个人所得税征管问题研究,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\18.平台经济下个人所得税征管问题研究.md,基于杂志案例《平台经济下个人所得税征管问题研究》提炼“平台经济下个人所得税征管问题研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；纳税申报表；发票明细；税收优惠台账,平台经济下个人所得税征管问题研究疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSOC-0053,OPTSOC-0053,MAGSOC-0052,政策助力县域经济发展案例检测算法,杂志案例算法,P0,L3,98,A,算法候选-严格保留,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,magazine_435_articles,政策助力县域经济发展,政策助力县域经济发展,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\20.政策助力县域经济发展.md,基于杂志案例《政策助力县域经济发展》提炼“政策助力县域经济发展”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,政策助力县域经济发展疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSOC-0054,OPTSOC-0054,MAGSOC-0063,财政分权、审计监督与区域绿色创新(下)案例检测算法,杂志案例算法,P0,L3,98,A,算法候选-严格保留,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,magazine_435_articles,财政分权、审计监督与区域绿色创新(下),财政分权、审计监督与区域绿色创新(下),D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\5.财政分权、审计监督与区域绿色创新(下).md,基于杂志案例《财政分权、审计监督与区域绿色创新(下)》提炼“财政分权、审计监督与区域绿色创新(下)”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,财政分权、审计监督与区域绿色创新(下)疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSOC-0055,OPTSOC-0055,MAGSOC-0041,多维度改革创新惠民惠农财政补贴资金“一卡通”监管模式案例检测算法,杂志案例算法,P1,L3,94,A,算法候选-严格保留,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,magazine_435_articles,多维度改革创新惠民惠农财政补贴资金“一卡通”监管模式,多维度改革创新惠民惠农财政补贴资金“一卡通”监管模式,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\18.多维度改革创新惠民惠农财政补贴资金 “一卡通”监管模式.md,基于杂志案例《多维度改革创新惠民惠农财政补贴资金“一卡通”监管模式》提炼“多维度改革创新惠民惠农财政补贴资金“一卡通”监管模式”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,多维度改革创新惠民惠农财政补贴资金“一卡通”监管模式疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSOC-0056,OPTSOC-0056,MAGSOC-0032,肃清“微腐败”强化惠民惠农财政补贴资金监管案例检测算法,杂志案例算法,P1,L3,94,A,算法候选-严格保留,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,magazine_435_articles,肃清“微腐败”强化惠民惠农财政补贴资金监管,肃清“微腐败”强化惠民惠农财政补贴资金监管,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\14.肃清“微腐败”强化惠民惠农财政补贴资金监管.md,基于杂志案例《肃清“微腐败”强化惠民惠农财政补贴资金监管》提炼“肃清“微腐败”强化惠民惠农财政补贴资金监管”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,肃清“微腐败”强化惠民惠农财政补贴资金监管疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSOC-0057,OPTSOC-0057,MAGSOC-0029,强化中央部门预算执行监管案例检测算法,杂志案例算法,P1,L3,91,A,算法候选-严格保留,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,magazine_435_articles,强化中央部门预算执行监管,强化中央部门预算执行监管,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\12.强化中央部门预算执行监管.md,基于杂志案例《强化中央部门预算执行监管》提炼“强化中央部门预算执行监管”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,强化中央部门预算执行监管疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0001,OPTSUPV-0001,MAGSUPV-0073,002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,真实性,review_sentinel / data_scout,magazine_435_articles,002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展,002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展.md,基于杂志案例《002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展》提炼“002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,002努力做到三个“紧紧跟随”以主题教育推动财政监管事业高质量发展疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTSUPV-0002,OPTSUPV-0002,MAGSUPV-0074,002多措并举持续推动绩效评价提质增效案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,magazine_435_articles,002多措并举持续推动绩效评价提质增效,002多措并举持续推动绩效评价提质增效,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\002多措并举持续推动绩效评价提质增效.md,基于杂志案例《002多措并举持续推动绩效评价提质增效》提炼“002多措并举持续推动绩效评价提质增效”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；绩效目标表；绩效评价指标；产出效果数据；内控制度；会计凭证；工作底稿,002多措并举持续推动绩效评价提质增效疑点清单、命中规则、风险等级、证据链、核查建议,,
