sn,name,type,package_kind,priority,complexity,scene,biz_line,risk_mechanism,assigned_agents,source_kind,source_top,source_title,topic,merge_action,audit_goal,data_dependencies,output_type,source_file
ECONV6D-020,经济责任审计实务-A市某区党政主要领导干部经济责任同步审计内控核查包,内控包,control_pack,P1,L2,经济责任审计 / 监督检查与经费舞弊,经责/经济责任审计,合规性,fiscal_reviewer / review_sentinel,book,经责,经济责任审计实务,A市某区党政主要领导干部经济责任同步审计,新增,基于《经济责任审计实务》中“A市某区党政主要领导干部经济责任同步审计”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,A市某区党政主要领导干部经济责任同步审计控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\经责\经济责任审计实务.md
ECONV6D-021,经济责任审计实务-A市国土资源与房屋管理局原局长离任经济责任审计检测算法#经责,算法候选,algorithm,P1,L3,经济责任审计 / 监督检查与经费舞弊,经责/经济责任审计,异常性,fiscal_reviewer / review_sentinel,book,经责,经济责任审计实务,A市国土资源与房屋管理局原局长离任经济责任审计,新增,基于《经济责任审计实务》中“A市国土资源与房屋管理局原局长离任经济责任审计”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,A市国土资源与房屋管理局原局长离任经济责任审计疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\经责\经济责任审计实务.pdf.md
ECONV6D-022,经济责任审计实务-b区机关事务管理局局长任期经济责任审计规则包#经责,规则包,rule_pack,P1,L2,经济责任审计 / 监督检查与经费舞弊,经责/经济责任审计,合规性,fiscal_reviewer / review_sentinel,book,经责,经济责任审计实务,b区机关事务管理局局长任期经济责任审计,新增,基于《经济责任审计实务》中“b区机关事务管理局局长任期经济责任审计”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,b区机关事务管理局局长任期经济责任审计规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\经责\经济责任审计实务.pdf.md
ECONV6D-023,经济责任审计实务-d区风景管理局所属6个管理处原处长离任经济责任审计指标包#经责,指标包,indicator_pack,P1,L3,经济责任审计 / 监督检查与经费舞弊,经责/经济责任审计,异常性,fiscal_reviewer / review_sentinel,book,经责,经济责任审计实务,d区风景管理局所属6个管理处原处长离任经济责任审计,新增,基于《经济责任审计实务》中“d区风景管理局所属6个管理处原处长离任经济责任审计”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,d区风景管理局所属6个管理处原处长离任经济责任审计指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\经责\经济责任审计实务.pdf.md
ECONV6D-024,经济责任审计实务-经济责任审计实务.pdf检测算法,算法候选,algorithm,P1,L3,经济责任审计 / 监督检查与经费舞弊,经责/经济责任审计,异常性,fiscal_reviewer / review_sentinel,book,经责,经济责任审计实务,经济责任审计实务.pdf,新增,基于《经济责任审计实务》中“经济责任审计实务.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,经济责任审计实务.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\经责\经济责任审计实务.pdf.md
ECONV6D-025,经济责任审计实务-A市某区党政主要领导干部经济责任同步审计内控核查包#经责,内控包,control_pack,P1,L2,经济责任审计 / 监督检查与经费舞弊,经责/经济责任审计,合规性,fiscal_reviewer / review_sentinel,book,经责,经济责任审计实务,A市某区党政主要领导干部经济责任同步审计,新增,基于《经济责任审计实务》中“A市某区党政主要领导干部经济责任同步审计”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,A市某区党政主要领导干部经济责任同步审计控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\经责\经济责任审计实务.pdf.md
ECONV6D-026,行政单位经济责任审计实务指南-审计评价与责任界定47检测算法,算法候选,algorithm,P0,L3,经济责任审计 / 预算执行与财政管理 / 监督检查与经费舞弊,经责/经济责任审计,异常性,fiscal_reviewer / review_sentinel,book,经责,行政单位经济责任审计实务指南,审计评价与责任界定47,新增,基于《行政单位经济责任审计实务指南》中“审计评价与责任界定47”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,审计评价与责任界定47疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\经责\行政单位经济责任审计实务指南.pdf.md
ECONV6D-027,行政单位经济责任审计实务指南-审计评价与责任界定规则包,规则包,rule_pack,P1,L2,经济责任审计 / 预算执行与财政管理 / 监督检查与经费舞弊,经责/经济责任审计,合规性,fiscal_reviewer / review_sentinel,book,经责,行政单位经济责任审计实务指南,审计评价与责任界定,新增,基于《行政单位经济责任审计实务指南》中“审计评价与责任界定”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,审计评价与责任界定规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\经责\行政单位经济责任审计实务指南.pdf.md
ECONV6D-028,行政单位经济责任审计实务指南-行政单位经济责任审计实务指南.pdf指标包,指标包,indicator_pack,P1,L3,经济责任审计 / 预算执行与财政管理 / 监督检查与经费舞弊,经责/经济责任审计,异常性,fiscal_reviewer / review_sentinel,book,经责,行政单位经济责任审计实务指南,行政单位经济责任审计实务指南.pdf,新增,基于《行政单位经济责任审计实务指南》中“行政单位经济责任审计实务指南.pdf”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,行政单位经济责任审计实务指南.pdf指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\经责\行政单位经济责任审计实务指南.pdf.md
ECONV6D-029,行政单位经济责任审计实务指南-一般事项审计操作程序检测算法,算法候选,algorithm,P1,L3,经济责任审计 / 预算执行与财政管理 / 监督检查与经费舞弊,经责/经济责任审计,异常性,fiscal_reviewer / review_sentinel,book,经责,行政单位经济责任审计实务指南,一般事项审计操作程序,新增,基于《行政单位经济责任审计实务指南》中“一般事项审计操作程序”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,一般事项审计操作程序疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\经责\行政单位经济责任审计实务指南.pdf.md
