asset_id,asset_type,source_type,package_sn,quality_score,quality_tier,scene,topic,name,description,input_fields,condition,output,priority,library_source,source_file
ECONV6D-042-R03,audit_rule,generated_rule,ECONV6D-042,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化异常性规则,按历史均值、同类项目分位数或政策标准识别审计案例规则化异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\基层审计业务操作规程.pdf.md
SUPVV6D-013-R01,audit_rule,generated_rule,SUPVV6D-013,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化完整性规则,检查审计案例规则化相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-013-R02,audit_rule,generated_rule,SUPVV6D-013,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化一致性规则,检查审计案例规则化在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-013-R03,audit_rule,generated_rule,SUPVV6D-013,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化异常性规则,按历史均值、同类项目分位数或政策标准识别审计案例规则化异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计.pdf.md
SUPVV6D-025-R01,audit_rule,generated_rule,SUPVV6D-025,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化完整性规则,检查审计案例规则化相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-025-R02,audit_rule,generated_rule,SUPVV6D-025,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化一致性规则,检查审计案例规则化在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-025-R03,audit_rule,generated_rule,SUPVV6D-025,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化异常性规则,按历史均值、同类项目分位数或政策标准识别审计案例规则化异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-034-R01,audit_rule,generated_rule,SUPVV6D-034,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化完整性规则,检查审计案例规则化相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-034-R02,audit_rule,generated_rule,SUPVV6D-034,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化一致性规则,检查审计案例规则化在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-034-R03,audit_rule,generated_rule,SUPVV6D-034,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,审计案例规则化,审计案例规则化异常性规则,按历史均值、同类项目分位数或政策标准识别审计案例规则化异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
PERFV6D-078-R01,audit_rule,generated_rule,PERFV6D-078,69,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟,征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟完整性规则,检查征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\高级审计技术方法.pdf.md
PERFV6D-078-R02,audit_rule,generated_rule,PERFV6D-078,69,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟,征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟一致性规则,检查征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\高级审计技术方法.pdf.md
PERFV6D-078-R03,audit_rule,generated_rule,PERFV6D-078,69,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟,征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟异常性规则,按历史均值、同类项目分位数或政策标准识别征兆发现审计技术，吕君杰；第九章探索性审计数据分析，陈伟异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P0,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\高级审计技术方法.pdf.md
SUPVV6D-022-R01,audit_rule,generated_rule,SUPVV6D-022,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,政策措施落实情况审计的主要方法,政策措施落实情况审计的主要方法完整性规则,检查政策措施落实情况审计的主要方法相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-022-R02,audit_rule,generated_rule,SUPVV6D-022,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,政策措施落实情况审计的主要方法,政策措施落实情况审计的主要方法一致性规则,检查政策措施落实情况审计的主要方法在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
SUPVV6D-022-R03,audit_rule,generated_rule,SUPVV6D-022,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,政策措施落实情况审计的主要方法,政策措施落实情况审计的主要方法异常性规则,按历史均值、同类项目分位数或政策标准识别政策措施落实情况审计的主要方法异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计学.pdf.md
FINV6D-007-R01,audit_rule,generated_rule,FINV6D-007,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部,教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部完整性规则,检查教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
FINV6D-007-R02,audit_rule,generated_rule,FINV6D-007,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部,教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部一致性规则,检查教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
FINV6D-007-R03,audit_rule,generated_rule,FINV6D-007,59,C,全场景通用 / 监督检查与经费舞弊 / 绩效评价,教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部,教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部异常性规则,按历史均值、同类项目分位数或政策标准识别教学案例的选择以政府审计为重点，兼顾注册会计师审计和内部异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\审计案例.pdf.md
